+------------+--------+--------+----------+----------+----------+-----------+-----------+---------------------------------+
| identifier | e_rmse | f_rmse | f_rmse_H | f_rmse_C | f_rmse_N | f_rmse_Br | f_rmse_Pb |                          stdout |
|        611 |   0.25 |  33.50 |    24.56 |    47.07 |    38.06 |     32.01 |     47.56 | task_21369_cp2k_singlepoint_pre |
|        612 |   0.12 |  34.71 |    25.09 |    47.57 |    40.46 |     32.36 |     51.26 | task_21371_cp2k_singlepoint_pre |
|        613 |   0.52 |  39.27 |    27.78 |    53.59 |    42.88 |     38.98 |     59.49 | task_21365_cp2k_singlepoint_pre |
|        614 |   0.27 |  42.82 |    28.57 |    54.80 |    44.16 |     45.54 |     69.27 | task_21363_cp2k_singlepoint_pre |
|        615 |   0.03 |  37.32 |    28.08 |    49.17 |    40.83 |     35.50 |     56.90 | task_21373_cp2k_singlepoint_pre |
|        616 |   1.04 |  45.68 |    29.81 |    65.73 |    52.79 |     44.36 |     69.26 | task_21375_cp2k_singlepoint_pre |
|        617 |   0.58 |  30.47 |    21.37 |    45.04 |    37.65 |     27.48 |     41.64 | task_21379_cp2k_singlepoint_pre |
|        618 |   0.36 |  30.71 |    22.28 |    47.28 |    35.86 |     26.84 |     43.40 | task_21381_cp2k_singlepoint_pre |
|        619 |   0.48 |  30.10 |    23.67 |    39.69 |    36.40 |     27.79 |     39.34 | task_21377_cp2k_singlepoint_pre |
|        620 |   0.61 |  30.08 |    21.81 |    48.44 |    35.63 |     27.59 |     36.31 | task_21383_cp2k_singlepoint_pre |
|        621 |   0.00 |  37.72 |    26.30 |    55.16 |    44.03 |     34.98 |     55.93 | task_21385_cp2k_singlepoint_pre |
|        622 |   0.23 |  38.19 |    27.36 |    57.79 |    42.18 |     36.44 |     54.72 | task_21391_cp2k_singlepoint_pre |
|        623 |   0.25 |  36.47 |    26.53 |    48.27 |    43.88 |     34.30 |     53.57 | task_21387_cp2k_singlepoint_pre |
|        624 |   0.15 |  37.56 |    27.64 |    53.52 |    42.23 |     36.98 |     52.23 | task_21389_cp2k_singlepoint_pre |
|        625 |   0.60 |  30.41 |    23.13 |    42.49 |    34.58 |     28.87 |     41.45 | task_21393_cp2k_singlepoint_pre |
|        626 |   0.30 |  27.77 |    20.20 |    38.60 |    31.51 |     28.30 |     36.30 | task_21399_cp2k_singlepoint_pre |
|        627 |   0.00 |  30.96 |    22.16 |    46.60 |    38.27 |     26.60 |     42.55 | task_21395_cp2k_singlepoint_pre |
|        628 |   0.22 |  31.13 |    22.00 |    45.55 |    36.80 |     29.67 |     41.74 | task_21397_cp2k_singlepoint_pre |
|        629 |   0.60 |  31.43 |    22.51 |    42.40 |    33.11 |     31.21 |     47.96 | task_21401_cp2k_singlepoint_pre |
|        630 |   0.20 |  29.58 |    22.54 |    41.71 |    36.23 |     25.26 |     40.58 | task_21407_cp2k_singlepoint_pre |
|        631 |   0.30 |  31.70 |    22.40 |    45.41 |    35.23 |     30.73 |     45.36 | task_21405_cp2k_singlepoint_pre |
|        632 |   0.47 |  34.24 |    24.07 |    49.97 |    41.18 |     31.69 |     46.68 | task_21403_cp2k_singlepoint_pre |
|        633 |   0.46 |  28.08 |    22.88 |    38.66 |    35.90 |     23.04 |     34.31 | task_21411_cp2k_singlepoint_pre |
|        634 |   0.17 |  29.58 |    21.10 |    44.29 |    34.81 |     27.56 |     40.12 | task_21409_cp2k_singlepoint_pre |
|        635 |   0.02 |  29.88 |    22.28 |    45.66 |    33.67 |     26.98 |     41.16 | task_21417_cp2k_singlepoint_pre |
|        636 |   0.11 |  35.61 |    24.86 |    46.25 |    39.16 |     35.74 |     55.54 | task_21413_cp2k_singlepoint_pre |
|        637 |   0.50 |  36.57 |    25.54 |    51.50 |    43.00 |     35.09 |     52.41 | task_21415_cp2k_singlepoint_pre |
|        638 |   0.90 |  44.24 |    28.11 |    54.82 |    50.41 |     45.51 |     72.35 | task_21419_cp2k_singlepoint_pre |
|        639 |   0.96 |  38.96 |    28.62 |    52.44 |    44.14 |     37.14 |     57.71 | task_21421_cp2k_singlepoint_pre |
|        640 |   0.35 |  52.52 |    35.31 |    79.61 |    55.52 |     54.27 |     74.37 | task_21423_cp2k_singlepoint_pre |
|        641 |   0.07 |  42.81 |    31.35 |    62.15 |    49.31 |     41.31 |     56.89 | task_21425_cp2k_singlepoint_pre |
|        642 |   0.56 |  28.20 |    21.63 |    39.64 |    35.26 |     25.75 |     34.04 | task_21427_cp2k_singlepoint_pre |
|        643 |   0.24 |  29.10 |    23.36 |    46.08 |    32.00 |     26.05 |     35.01 | task_21429_cp2k_singlepoint_pre |
|        644 |   0.21 |  32.65 |    23.88 |    42.81 |    36.53 |     33.10 |     47.00 | task_21431_cp2k_singlepoint_pre |
|        645 |   0.04 |  33.20 |    22.94 |    47.75 |    38.16 |     32.32 |     48.40 | task_21435_cp2k_singlepoint_pre |
|        646 |   0.37 |  38.49 |    26.65 |    54.31 |    41.74 |     37.50 |     61.11 | task_21433_cp2k_singlepoint_pre |
|        647 |   0.44 |  35.50 |    26.46 |    48.81 |    39.75 |     34.81 |     50.53 | task_21437_cp2k_singlepoint_pre |
|        648 |   0.39 |  43.37 |    32.65 |    55.69 |    51.23 |     42.45 |     60.46 | task_21439_cp2k_singlepoint_pre |
|        649 |   1.20 |  36.01 |    26.23 |    49.67 |    43.41 |     34.95 |     48.25 | task_21441_cp2k_singlepoint_pre |
|        650 |   0.36 |  26.58 |    19.55 |    34.76 |    31.75 |     25.61 |     37.00 | task_23023_cp2k_singlepoint_pre |
|        651 |   0.30 |  27.45 |    20.33 |    40.97 |    31.59 |     24.77 |     37.98 | task_23025_cp2k_singlepoint_pre |
|        652 |   0.03 |  31.28 |    23.48 |    45.05 |    36.59 |     29.68 |     40.15 | task_23027_cp2k_singlepoint_pre |
|        653 |   0.29 |  31.86 |    23.29 |    46.24 |    36.38 |     31.47 |     40.88 | task_23029_cp2k_singlepoint_pre |
|        654 |   0.23 |  31.83 |    22.93 |    45.40 |    39.20 |     28.99 |     42.77 | task_23031_cp2k_singlepoint_pre |
|        655 |   0.06 |  31.07 |    22.83 |    38.47 |    37.02 |     30.85 |     42.60 | task_23033_cp2k_singlepoint_pre |
|        656 |   0.56 |  29.35 |    21.98 |    41.57 |    34.42 |     27.57 |     38.66 | task_23035_cp2k_singlepoint_pre |
|        657 |   0.92 |  38.84 |    23.68 |    50.16 |    37.80 |     41.67 |     65.26 | task_23037_cp2k_singlepoint_pre |
|        658 |   0.63 |  26.79 |    20.42 |    36.70 |    33.09 |     24.52 |     34.42 | task_23039_cp2k_singlepoint_pre |
|        659 |   0.28 |  30.90 |    22.27 |    46.54 |    37.52 |     27.62 |     41.33 | task_23041_cp2k_singlepoint_pre |
|        660 |   0.25 |  31.09 |    22.12 |    42.04 |    35.59 |     32.14 |     41.90 | task_23043_cp2k_singlepoint_pre |
|        661 |   0.05 |  37.38 |    25.16 |    52.34 |    39.80 |     36.78 |     60.32 | task_23047_cp2k_singlepoint_pre |
|        662 |   0.11 |  39.21 |    24.83 |    52.35 |    42.10 |     41.24 |     63.13 | task_23049_cp2k_singlepoint_pre |
|        663 |   0.58 |  41.50 |    29.60 |    58.55 |    47.90 |     38.38 |     62.08 | task_23051_cp2k_singlepoint_pre |
|        664 |   0.39 |  43.18 |    31.76 |    59.75 |    52.11 |     39.74 |     59.96 | task_23045_cp2k_singlepoint_pre |
|        665 |   0.06 |  39.22 |    28.72 |    52.14 |    45.13 |     38.01 |     56.62 | task_23053_cp2k_singlepoint_pre |
|        666 |   1.46 |  41.92 |    30.65 |    51.28 |    44.80 |     45.24 |     60.07 | task_23055_cp2k_singlepoint_pre |
|        667 |   0.48 |  30.90 |    21.56 |    48.66 |    36.76 |     28.28 |     40.84 | task_23061_cp2k_singlepoint_pre |
|        668 |   0.59 |  31.78 |    24.37 |    46.10 |    37.10 |     28.80 |     42.42 | task_23059_cp2k_singlepoint_pre |
|        669 |   0.15 |  32.02 |    24.62 |    45.80 |    35.61 |     29.88 |     44.64 | task_23057_cp2k_singlepoint_pre |
|        670 |   0.42 |  34.47 |    23.86 |    51.00 |    41.84 |     32.68 |     46.37 | task_23063_cp2k_singlepoint_pre |
|        671 |   0.27 |  36.17 |    28.40 |    53.16 |    44.84 |     30.24 |     45.57 | task_23065_cp2k_singlepoint_pre |
|        672 |   0.18 |  34.24 |    24.30 |    48.45 |    37.58 |     34.73 |     49.55 | task_23071_cp2k_singlepoint_pre |
|        673 |   0.02 |  35.13 |    25.96 |    49.49 |    37.25 |     35.17 |     51.56 | task_23067_cp2k_singlepoint_pre |
|        674 |   0.34 |  36.86 |    27.29 |    52.72 |    44.48 |     34.47 |     48.57 | task_23069_cp2k_singlepoint_pre |
|        675 |   0.34 |  29.27 |    22.91 |    41.97 |    35.91 |     25.14 |     37.66 | task_23073_cp2k_singlepoint_pre |
|        676 |   0.17 |  32.30 |    23.38 |    43.22 |    38.07 |     32.88 |     41.84 | task_23075_cp2k_singlepoint_pre |
|        677 |   0.10 |  30.57 |    23.43 |    43.10 |    35.73 |     27.61 |     41.77 | task_23081_cp2k_singlepoint_pre |
|        678 |   0.34 |  29.38 |    20.69 |    39.56 |    34.43 |     28.06 |     43.20 | task_23077_cp2k_singlepoint_pre |
|        679 |   0.13 |  30.10 |    20.23 |    43.64 |    31.13 |     31.29 |     44.14 | task_23079_cp2k_singlepoint_pre |
|        680 |   0.52 |  30.38 |    22.00 |    42.23 |    33.74 |     28.16 |     45.98 | task_23083_cp2k_singlepoint_pre |
|        681 |   0.13 |  32.57 |    22.89 |    44.18 |    38.42 |     31.80 |     45.36 | task_23085_cp2k_singlepoint_pre |
|        682 |   0.76 |  35.03 |    25.44 |    45.80 |    37.38 |     33.67 |     54.55 | task_23087_cp2k_singlepoint_pre |
|        683 |   0.70 |  27.01 |    20.13 |    39.61 |    32.01 |     25.60 |     33.85 | task_23091_cp2k_singlepoint_pre |
|        684 |   0.34 |  29.61 |    22.50 |    43.49 |    34.63 |     26.95 |     39.04 | task_23089_cp2k_singlepoint_pre |
|        685 |   0.30 |  30.13 |    21.99 |    43.21 |    35.39 |     29.67 |     38.24 | task_23093_cp2k_singlepoint_pre |
|        686 |   0.51 |  32.68 |    23.88 |    44.40 |    35.44 |     31.05 |     50.89 | task_23095_cp2k_singlepoint_pre |
|        687 |   0.04 |  39.28 |    28.50 |    55.63 |    46.19 |     36.75 |     55.12 | task_23097_cp2k_singlepoint_pre |
|        688 |   0.83 |  48.90 |    31.47 |    62.66 |    53.17 |     51.32 |     79.17 | task_23099_cp2k_singlepoint_pre |
|        689 |   0.64 |  42.70 |    28.88 |    55.71 |    48.74 |     43.26 |     65.10 | task_23101_cp2k_singlepoint_pre |
|        690 |   0.21 |  42.01 |    29.47 |    64.28 |    50.26 |     37.57 |     58.40 | task_23103_cp2k_singlepoint_pre |
|        691 |   0.00 |  45.37 |    28.74 |    65.73 |    45.53 |     49.89 |     68.07 | task_23105_cp2k_singlepoint_pre |
|        692 |   0.52 |  27.60 |    19.86 |    39.27 |    33.55 |     26.69 |     35.30 | task_23107_cp2k_singlepoint_pre |
|        693 |   0.36 |  30.26 |    21.64 |    41.31 |    35.61 |     29.86 |     41.86 | task_23109_cp2k_singlepoint_pre |
|        694 |   0.40 |  35.44 |    27.46 |    51.27 |    44.27 |     32.14 |     40.60 | task_23111_cp2k_singlepoint_pre |
|        695 |   0.30 |  33.37 |    24.30 |    46.80 |    39.02 |     30.42 |     49.58 | task_23113_cp2k_singlepoint_pre |
|        696 |   0.87 |  34.69 |    24.33 |    48.98 |    37.62 |     34.51 |     52.96 | task_23115_cp2k_singlepoint_pre |
|        697 |   0.41 |  35.05 |    25.17 |    48.83 |    41.89 |     34.07 |     47.83 | task_23117_cp2k_singlepoint_pre |
|        698 |   0.55 |  38.40 |    28.58 |    59.68 |    44.77 |     33.17 |     52.99 | task_23119_cp2k_singlepoint_pre |
|        699 |   0.59 |  38.13 |    27.43 |    57.54 |    47.50 |     34.50 |     48.29 | task_23121_cp2k_singlepoint_pre |
|        700 |   0.17 |  27.00 |    20.30 |    37.50 |    31.97 |     25.73 |     35.27 | task_24707_cp2k_singlepoint_pre |
|        701 |   0.15 |  30.21 |    22.03 |    47.50 |    38.60 |     26.94 |     33.40 | task_24703_cp2k_singlepoint_pre |
|        702 |   0.03 |  30.03 |    22.06 |    43.07 |    34.75 |     28.45 |     40.74 | task_24705_cp2k_singlepoint_pre |
|        703 |   0.46 |  31.01 |    21.69 |    44.42 |    36.53 |     30.56 |     41.23 | task_24713_cp2k_singlepoint_pre |
|        704 |   0.15 |  29.48 |    21.07 |    43.61 |    33.53 |     28.03 |     40.61 | task_24711_cp2k_singlepoint_pre |
|        705 |   0.04 |  31.37 |    21.71 |    45.60 |    35.93 |     30.46 |     43.87 | task_24709_cp2k_singlepoint_pre |
|        706 |   0.74 |  33.81 |    23.53 |    45.51 |    35.43 |     34.51 |     51.04 | task_24717_cp2k_singlepoint_pre |
|        707 |   0.92 |  37.34 |    23.86 |    50.72 |    39.11 |     37.76 |     60.38 | task_24715_cp2k_singlepoint_pre |
|        708 |   0.65 |  29.95 |    25.00 |    40.95 |    36.07 |     25.18 |     38.14 | task_24719_cp2k_singlepoint_pre |
|        709 |   0.06 |  29.70 |    21.39 |    40.33 |    33.29 |     30.07 |     41.70 | task_24721_cp2k_singlepoint_pre |
|        710 |   0.42 |  28.64 |    20.91 |    40.75 |    34.37 |     26.41 |     39.24 | task_24723_cp2k_singlepoint_pre |
|        711 |   0.37 |  36.94 |    26.02 |    49.20 |    41.69 |     34.90 |     58.59 | task_24725_cp2k_singlepoint_pre |
|        712 |   0.25 |  36.24 |    24.89 |    48.94 |    39.74 |     36.52 |     55.77 | task_24729_cp2k_singlepoint_pre |
|        713 |   0.45 |  46.51 |    32.29 |    62.04 |    50.07 |     47.18 |     72.15 | task_24727_cp2k_singlepoint_pre |
|        714 |   0.57 |  39.91 |    26.23 |    61.70 |    46.58 |     39.14 |     54.12 | task_24731_cp2k_singlepoint_pre |
|        715 |   0.27 |  47.99 |    28.51 |    64.57 |    51.95 |     49.50 |     81.60 | task_24735_cp2k_singlepoint_pre |
|        716 |   0.06 |  42.67 |    31.59 |    62.87 |    45.10 |     41.78 |     59.98 | task_24733_cp2k_singlepoint_pre |
|        717 |   0.43 |  27.69 |    21.79 |    43.13 |    34.14 |     23.95 |     30.20 | task_24737_cp2k_singlepoint_pre |
|        718 |   0.29 |  31.77 |    22.85 |    45.23 |    39.17 |     29.06 |     43.22 | task_24739_cp2k_singlepoint_pre |
|        719 |   0.09 |  33.94 |    23.93 |    43.52 |    38.80 |     34.81 |     49.91 | task_24743_cp2k_singlepoint_pre |
|        720 |   0.08 |  32.53 |    28.22 |    45.80 |    38.07 |     27.59 |     37.64 | task_24747_cp2k_singlepoint_pre |
|        721 |   0.13 |  34.64 |    23.50 |    48.75 |    38.06 |     35.80 |     51.43 | task_24741_cp2k_singlepoint_pre |
|        722 |   0.44 |  31.95 |    22.91 |    46.97 |    39.11 |     29.88 |     41.48 | task_24745_cp2k_singlepoint_pre |
|        723 |   0.09 |  36.22 |    27.01 |    44.81 |    38.74 |     37.90 |     54.63 | task_24749_cp2k_singlepoint_pre |
|        724 |   0.02 |  36.34 |    27.23 |    51.34 |    41.73 |     33.23 |     53.35 | task_24751_cp2k_singlepoint_pre |
|        725 |   0.36 |  28.50 |    21.94 |    39.23 |    35.85 |     25.57 |     35.57 | task_24755_cp2k_singlepoint_pre |
|        726 |   0.24 |  30.42 |    23.69 |    45.33 |    37.17 |     25.74 |     38.62 | task_24753_cp2k_singlepoint_pre |
|        727 |   0.27 |  30.61 |    22.71 |    40.01 |    35.72 |     28.98 |     44.22 | task_24757_cp2k_singlepoint_pre |
|        728 |   0.06 |  32.86 |    25.17 |    45.02 |    35.91 |     31.12 |     47.10 | task_24763_cp2k_singlepoint_pre |
|        729 |   0.28 |  30.46 |    21.77 |    41.45 |    34.60 |     30.68 |     41.89 | task_24765_cp2k_singlepoint_pre |
|        730 |   0.13 |  32.68 |    23.00 |    44.86 |    37.87 |     28.85 |     51.68 | task_24761_cp2k_singlepoint_pre |
|        731 |   0.64 |  36.55 |    25.17 |    48.89 |    39.54 |     37.47 |     54.07 | task_24759_cp2k_singlepoint_pre |
|        732 |   0.36 |  30.84 |    22.14 |    45.75 |    36.13 |     28.39 |     41.99 | task_24767_cp2k_singlepoint_pre |
|        733 |   0.51 |  27.87 |    21.38 |    39.28 |    32.53 |     26.61 |     35.33 | task_24769_cp2k_singlepoint_pre |
|        734 |   0.41 |  31.65 |    23.42 |    40.07 |    37.09 |     31.02 |     45.08 | task_24771_cp2k_singlepoint_pre |
|        735 |   0.19 |  30.65 |    22.37 |    43.52 |    35.92 |     29.16 |     41.73 | task_24773_cp2k_singlepoint_pre |
|        736 |   0.15 |  38.53 |    26.34 |    54.47 |    40.74 |     40.04 |     57.00 | task_24775_cp2k_singlepoint_pre |
|        737 |   0.09 |  40.93 |    28.66 |    54.44 |    45.10 |     40.47 |     63.62 | task_24783_cp2k_singlepoint_pre |
|        738 |   0.41 |  39.03 |    29.83 |    48.29 |    46.62 |     36.30 |     56.53 | task_24781_cp2k_singlepoint_pre |
|        739 |   0.77 |  43.77 |    32.04 |    58.25 |    49.66 |     42.45 |     64.23 | task_24779_cp2k_singlepoint_pre |
|        740 |   0.10 |  41.50 |    29.55 |    60.67 |    46.07 |     39.26 |     61.27 | task_24777_cp2k_singlepoint_pre |
|        741 |   0.19 |  45.68 |    33.63 |    65.59 |    53.03 |     42.08 |     64.38 | task_24785_cp2k_singlepoint_pre |
|        742 |   0.18 |  31.94 |    25.45 |    46.65 |    39.88 |     26.41 |     39.39 | task_24787_cp2k_singlepoint_pre |
|        743 |   0.40 |  30.97 |    23.82 |    44.69 |    33.36 |     29.76 |     42.59 | task_24789_cp2k_singlepoint_pre |
|        744 |   0.14 |  32.93 |    23.30 |    46.49 |    37.58 |     32.17 |     47.48 | task_24791_cp2k_singlepoint_pre |
|        745 |   0.42 |  32.35 |    23.29 |    46.31 |    38.58 |     30.72 |     43.96 | task_24793_cp2k_singlepoint_pre |
|        746 |   0.39 |  34.45 |    25.52 |    46.40 |    40.27 |     33.52 |     47.86 | task_24797_cp2k_singlepoint_pre |
|        747 |   0.54 |  36.05 |    26.04 |    44.98 |    39.30 |     35.97 |     58.40 | task_24799_cp2k_singlepoint_pre |
|        748 |   0.60 |  36.77 |    25.03 |    52.02 |    41.64 |     35.29 |     58.15 | task_24795_cp2k_singlepoint_pre |
|        749 |   0.77 |  43.38 |    33.74 |    56.06 |    48.53 |     42.90 |     61.14 | task_24801_cp2k_singlepoint_pre |
|        750 |   0.32 |  29.98 |    23.63 |    45.68 |    37.25 |     24.94 |     35.59 | task_26386_cp2k_singlepoint_pre |
|        751 |   0.48 |  30.28 |    22.74 |    43.27 |    37.45 |     26.91 |     39.48 | task_26388_cp2k_singlepoint_pre |
|        752 |   0.13 |  27.98 |    21.61 |    37.57 |    32.84 |     25.52 |     38.94 | task_26390_cp2k_singlepoint_pre |
|        753 |   0.91 |  31.54 |    21.79 |    45.01 |    34.56 |     32.13 |     44.51 | task_26392_cp2k_singlepoint_pre |
|        754 |   0.52 |  29.02 |    21.40 |    42.84 |    32.79 |     27.25 |     39.55 | task_26394_cp2k_singlepoint_pre |
|        755 |   0.33 |  33.89 |    25.07 |    49.34 |    36.81 |     32.53 |     47.16 | task_26396_cp2k_singlepoint_pre |
|        756 |   0.26 |  28.61 |    20.70 |    37.65 |    35.05 |     26.92 |     39.54 | task_26398_cp2k_singlepoint_pre |
|        757 |   0.04 |  37.77 |    30.83 |    48.29 |    45.11 |     33.47 |     50.36 | task_26400_cp2k_singlepoint_pre |
|        758 |   0.62 |  28.72 |    21.29 |    44.10 |    36.01 |     25.40 |     34.00 | task_26406_cp2k_singlepoint_pre |
|        759 |   0.43 |  31.13 |    24.00 |    38.06 |    37.17 |     30.15 |     42.52 | task_26404_cp2k_singlepoint_pre |
|        760 |   0.41 |  31.28 |    21.81 |    42.99 |    35.01 |     30.81 |     47.09 | task_26402_cp2k_singlepoint_pre |
|        761 |   0.22 |  35.42 |    25.65 |    45.87 |    40.79 |     34.52 |     52.52 | task_26408_cp2k_singlepoint_pre |
|        762 |   0.43 |  34.38 |    23.93 |    45.40 |    38.21 |     34.84 |     51.93 | task_26416_cp2k_singlepoint_pre |
|        763 |   0.37 |  39.03 |    26.26 |    52.26 |    45.66 |     39.07 |     57.84 | task_26414_cp2k_singlepoint_pre |
|        764 |   1.40 |  42.18 |    28.17 |    56.95 |    47.10 |     37.43 |     74.18 | task_26412_cp2k_singlepoint_pre |
|        765 |   0.83 |  40.64 |    29.78 |    54.83 |    49.98 |     37.78 |     55.70 | task_26418_cp2k_singlepoint_pre |
|        766 |   0.33 |  41.22 |    28.58 |    59.29 |    47.50 |     38.81 |     61.27 | task_26410_cp2k_singlepoint_pre |
|        767 |   0.34 |  32.45 |    23.78 |    43.89 |    40.56 |     29.96 |     43.65 | task_26422_cp2k_singlepoint_pre |
|        768 |   0.38 |  33.02 |    23.52 |    47.16 |    39.49 |     31.10 |     45.83 | task_26424_cp2k_singlepoint_pre |
|        769 |   0.49 |  30.02 |    22.20 |    40.86 |    35.76 |     28.91 |     40.56 | task_26420_cp2k_singlepoint_pre |
|        770 |   0.60 |  33.42 |    24.39 |    46.66 |    39.12 |     32.67 |     45.17 | task_26426_cp2k_singlepoint_pre |
|        771 |   0.17 |  35.56 |    24.90 |    52.62 |    39.77 |     33.06 |     54.52 | task_26428_cp2k_singlepoint_pre |
|        772 |   0.42 |  33.13 |    23.68 |    44.97 |    39.73 |     32.45 |     45.98 | task_26434_cp2k_singlepoint_pre |
|        773 |   0.63 |  39.14 |    28.54 |    48.56 |    45.36 |     39.03 |     59.00 | task_26430_cp2k_singlepoint_pre |
|        774 |   0.81 |  38.51 |    29.85 |    52.32 |    44.57 |     36.38 |     52.76 | task_26432_cp2k_singlepoint_pre |
|        775 |   0.60 |  28.48 |    20.17 |    38.65 |    33.58 |     27.49 |     40.85 | task_26436_cp2k_singlepoint_pre |
|        776 |   0.45 |  30.28 |    23.12 |    40.61 |    37.04 |     27.57 |     40.55 | task_26438_cp2k_singlepoint_pre |
|        777 |   0.80 |  30.64 |    23.79 |    43.13 |    36.09 |     28.60 |     38.72 | task_26442_cp2k_singlepoint_pre |
|        778 |   0.48 |  32.50 |    23.07 |    48.25 |    34.89 |     28.95 |     51.57 | task_26440_cp2k_singlepoint_pre |
|        779 |   0.15 |  29.53 |    21.11 |    42.67 |    34.14 |     28.38 |     40.19 | task_26446_cp2k_singlepoint_pre |
|        780 |   0.06 |  32.22 |    22.65 |    45.01 |    35.97 |     30.73 |     48.33 | task_26444_cp2k_singlepoint_pre |
|        781 |   0.68 |  34.51 |    22.64 |    45.80 |    36.74 |     35.60 |     53.90 | task_26448_cp2k_singlepoint_pre |
|        782 |   0.22 |  32.18 |    21.65 |    47.17 |    36.34 |     31.62 |     45.61 | task_26450_cp2k_singlepoint_pre |
|        783 |   0.40 |  28.16 |    19.84 |    38.50 |    33.08 |     28.05 |     38.95 | task_26456_cp2k_singlepoint_pre |
|        784 |   0.44 |  29.66 |    22.15 |    46.48 |    33.64 |     27.35 |     37.89 | task_26454_cp2k_singlepoint_pre |
|        785 |   0.64 |  30.58 |    23.99 |    41.15 |    38.00 |     26.35 |     41.06 | task_26452_cp2k_singlepoint_pre |
|        786 |   0.64 |  36.31 |    26.78 |    48.01 |    41.49 |     35.47 |     52.10 | task_26458_cp2k_singlepoint_pre |
|        787 |   0.28 |  34.83 |    25.01 |    47.98 |    38.00 |     32.38 |     55.65 | task_26460_cp2k_singlepoint_pre |
|        788 |   0.07 |  39.40 |    28.45 |    48.16 |    46.15 |     38.34 |     59.94 | task_26464_cp2k_singlepoint_pre |
|        789 |   0.39 |  38.13 |    27.23 |    49.63 |    42.28 |     39.77 |     54.35 | task_26466_cp2k_singlepoint_pre |
|        790 |   1.29 |  42.03 |    28.81 |    63.45 |    49.49 |     40.51 |     56.63 | task_26462_cp2k_singlepoint_pre |
|        791 |   1.39 |  40.73 |    29.71 |    58.29 |    45.04 |     41.44 |     53.73 | task_26468_cp2k_singlepoint_pre |
|        792 |   0.29 |  29.13 |    21.03 |    40.42 |    35.65 |     27.16 |     39.90 | task_26472_cp2k_singlepoint_pre |
|        793 |   0.78 |  30.01 |    23.95 |    45.62 |    36.03 |     25.60 |     35.97 | task_26470_cp2k_singlepoint_pre |
|        794 |   0.47 |  31.26 |    22.94 |    46.58 |    36.86 |     28.09 |     43.18 | task_26474_cp2k_singlepoint_pre |
|        795 |   0.08 |  32.50 |    23.23 |    41.95 |    34.51 |     33.15 |     51.45 | task_26476_cp2k_singlepoint_pre |
|        796 |   0.99 |  35.89 |    26.58 |    56.11 |    41.21 |     32.30 |     47.80 | task_26478_cp2k_singlepoint_pre |
|        797 |   0.77 |  37.72 |    28.87 |    53.11 |    44.41 |     34.50 |     51.41 | task_26484_cp2k_singlepoint_pre |
|        798 |   0.68 |  37.23 |    28.81 |    50.25 |    46.98 |     32.97 |     48.15 | task_26480_cp2k_singlepoint_pre |
|        799 |   0.73 |  38.88 |    29.10 |    54.29 |    49.52 |     36.62 |     45.38 | task_26482_cp2k_singlepoint_pre |
|        800 |   0.33 |  29.80 |    23.82 |    45.56 |    34.95 |     24.69 |     38.34 | task_28083_cp2k_singlepoint_pre |
|        801 |   0.40 |  28.20 |    21.64 |    42.24 |    33.79 |     25.64 |     34.03 | task_28077_cp2k_singlepoint_pre |
|        802 |   0.14 |  27.99 |    20.92 |    39.09 |    31.69 |     26.05 |     40.17 | task_28075_cp2k_singlepoint_pre |
|        803 |   0.26 |  32.26 |    22.54 |    51.39 |    37.90 |     29.77 |     41.81 | task_28071_cp2k_singlepoint_pre |
|        804 |   0.03 |  29.49 |    20.70 |    41.92 |    36.00 |     28.96 |     37.25 | task_28081_cp2k_singlepoint_pre |
|        805 |   0.01 |  31.43 |    23.72 |    43.10 |    38.79 |     28.20 |     41.83 | task_28069_cp2k_singlepoint_pre |
|        806 |   0.10 |  31.89 |    21.85 |    38.72 |    38.75 |     32.37 |     45.15 | task_28079_cp2k_singlepoint_pre |
|        807 |   0.13 |  39.61 |    28.61 |    73.03 |    44.35 |     33.60 |     46.09 | task_28073_cp2k_singlepoint_pre |
|        808 |   0.63 |  27.19 |    20.66 |    39.80 |    32.34 |     24.46 |     35.55 | task_28097_cp2k_singlepoint_pre |
|        809 |   0.41 |  30.84 |    23.98 |    45.95 |    35.69 |     26.78 |     41.58 | task_28091_cp2k_singlepoint_pre |
|        810 |   0.00 |  33.43 |    26.25 |    49.05 |    37.86 |     32.10 |     40.00 | task_28089_cp2k_singlepoint_pre |
|        811 |   0.33 |  42.42 |    31.33 |    54.32 |    56.37 |     35.64 |     59.74 | task_28085_cp2k_singlepoint_pre |
|        812 |   0.09 |  37.98 |    26.20 |    53.92 |    42.13 |     36.19 |     59.09 | task_28087_cp2k_singlepoint_pre |
|        813 |   0.14 |  42.64 |    28.93 |    56.84 |    45.47 |     42.08 |     70.41 | task_28093_cp2k_singlepoint_pre |
|        814 |   1.04 |  38.99 |    27.56 |    48.91 |    42.18 |     40.31 |     60.17 | task_28099_cp2k_singlepoint_pre |
|        815 |   0.68 |  35.95 |    25.72 |    49.81 |    43.06 |     34.34 |     49.76 | task_28095_cp2k_singlepoint_pre |
|        816 |   0.38 |  42.48 |    31.19 |    62.54 |    49.35 |     40.53 |     55.51 | task_28101_cp2k_singlepoint_pre |
|        817 |   0.72 |  31.93 |    23.31 |    51.41 |    37.95 |     27.94 |     40.65 | task_28105_cp2k_singlepoint_pre |
